subplot_id,year,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,fhd,gini,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90
A03E,2018,11.67199484,4.501786532,12.21023437,20.26608198,12.48979157,40,25.004,17.7241,18.256,7.200617337,1.267919994,8,8,11.375,6.163114015,13,6.084727496,3.078846121,1.061691902,3.053211767,0,0,0.682692308,508.7872618,18.24879091,13.2577861,5.372351597,8.305511838,5.808618789,6.754,2.227171492,97.77282851,25.004,370.55,5.9,0.939510241,21.13742236,2.996610434,1.750982832,77.50983641,81,20.1698578,128,9,-0.495213401,2.827832716,1.608,3.023,6.752,12.94075,16.3899
A03W,2018,9.962449462,5.550579606,8.325104653,30.80893396,11.37053692,40,28.414,15.812275,13.253,7.350162611,1.148393004,8,8,11.1,8.151765579,9,6.680948862,3.111838761,1.191124883,2.843512184,0,0,0.728448276,1394.890659,23.79614294,28.78600772,8.500702194,7.130796404,6.626052956,4.2345,1.330550483,98.66944952,28.539,383.425,4.85,0.915880882,21.03561586,2.911074665,1.541967595,72.82700952,73,15.75164282,120,11,-0.286721936,3.426638557,1.864,2.343,4.232,10.658,15.3392
A03W,2018,9.629995734,5.232749189,8.912718601,27.38166407,10.92858364,40,25.594,13.744925,13.8575,7.476989513,1.246021086,8,8,9.75,6.233696685,9.5,8,3.308172044,1.39821579,2.842206098,0,0,0.737037037,255.4836527,10.49500893,12.05563936,6.810939724,6.814743852,5.289688975,5.187,1.78721751,98.21278249,25.594,386.2,6.2,0.932288373,20.40890688,2.970901952,1.572013795,75.88929914,78,15.82303797,124,13,-0.423403045,3.228983117,1.7512,2.646,5.171,9.139,13.9486
A04E,2018,9.352819084,5.661504805,9.068995808,32.05263666,10.89617114,40,35.15,20.198425,18.5225,6.50364515,2.04514209,7.420272702,8,8.125,7.753204466,3,7.229929397,3.364246947,1.527527841,3.369948259,1,0.025,0.788888889,2635.598383,33.74396854,38.69034725,9.856960198,7.027418313,7.07470958,3.353,6.23903295,93.76096705,35.15,384.8,5.425,0.916309675,23.53948039,2.821818331,1.259836832,72.17820753,69,21.54936367,134,11,0.053316478,2.480417888,1.503,2.12875,3.353,10.74625,15.7923
A04E,2018,13.65661234,6.696418617,13.82323572,44.84202229,15.17313522,40,35.077,23.55065,28.2485,6.463505436,1.93516275,7.411233845,8,12.125,9.10673884,13,6.404741548,2.78678855,1.382060585,2.854559562,0,0,0.747916667,3944.841636,40.42144611,48.07232395,9.788355878,11.06683299,8.438083055,11.7625,5.889503434,94.11049657,35.077,411.45,6.725,0.94599282,28.24630225,3.153235024,1.509895262,76.84390338,78,21.25921878,130,7,-0.415438482,2.667952361,1.654,2.714,11.757,14.46,21.4816
A04W,2018,18.38421537,4.937757603,19.67676887,24.38145015,19.01441847,30,28.136,21.87193333,24.544,7.910382211,0.380788639,8,8,18.63333333,6.338080496,18,5.721560495,3.154341811,1.028716301,3.180455103,0,0,0.68045977,399.218687,15.79662778,12.23459186,5.473541273,14.61707283,5.723401949,14.921,0.474937893,99.52506211,28.261,456.3333333,3.733333333,0.924964716,22.54492415,3.054378078,1.108694441,90.0928713,93,15.80164659,134,10,-1.624968251,6.887170337,6.2802,10.447,14.917,18.045,22.7654
A04W,2018,18.23122428,5.401469864,20.08069178,29.1758767,18.99536834,40,29.34,22.8879,23.4555,7.88007278,0.275121023,8,8,17.625,6.724190925,20,6.15938321,3.342205209,1.108407243,3.21054641,0,0,0.6875,567.0564983,17.40581132,16.25097629,4.961454836,14.3219364,6.108073497,15.025,0.124965287,99.87503471,29.34,360.225,5.425,0.895185455,22.28252258,3.10226943,1.436638622,85.86271375,89,16.40234022,128,13,-1.292120234,5.143282024,5.571,8.8045,15.025,19.244,21.205
B01E,2018,13.22292228,4.70312121,13.51374351,22.11934912,14.01470795,40,28.342,17.927025,17.4945,7.246525726,1.659884616,8,8,13.65,7.339915461,15,5.109750278,2.805464282,1.045753697,2.79369186,0,0,0.712068966,775.717963,19.07360274,20.295705,4.884027544,9.085375619,5.542413354,8.5805,3.150062009,96.84993799,28.342,302.5,4.5,0.883553509,20.02081838,3.064520414,1.400870948,100.185846,108,26.2032302,153,8,-0.718668968,2.81224798,2.141,3.6745,8.574,14.1665,16.0098
B01E,2018,13.3508431,5.777029841,15.09279366,33.37407378,14.51842738,40,28.939,20.05885,22.1025,7.478909586,1.227270175,8,8,13.8,8.127824953,13.5,5.858147875,2.960271425,1.077132305,2.745808713,0,0,0.749166667,1566.994507,30.67684327,25.01850903,7.485262493,8.09734999,6.41380091,6.1205,1.401962748,98.59803725,28.939,249.775,6.05,0.884258922,20.13803067,3.09556419,1.564539,91.94017875,89,26.349057,152,10,-0.286108317,2.416925182,1.675,2.105,6.12,13.245,15.383
B01W,2018,6.476506675,4.478743895,4.898963049,20.05914687,7.848764403,50,29.793,11.73028,6.849,6.819098184,1.979505599,8,8,5.44,5.406571965,4,7.408848088,3.473012605,1.661828825,3.306694845,0,0,0.811612903,883.3761735,15.45448565,25.38769479,8.76773152,4.292875372,3.921132585,2.883,5.179635895,94.82036411,29.793,248.4,8.08,0.795123242,14.33972418,2.535737874,1.298074012,82.60190298,79,19.66538372,140,11,0.069514258,2.94411395,1.4226,1.877,2.883,5.082,8.504
B01W,2018,7.470032926,5.044849559,6.794885175,25.45050708,8.97862107,40,29.238,15.192275,14.486,7.302990049,1.28543799,8,8,7.55,7.517330404,3.5,7.730617784,3.265351126,1.339830989,3.044514776,0,0,0.766666667,1557.401975,25.30185804,30.28560639,9.869400013,4.571618032,4.937739464,2.661,1.829787234,98.17021277,29.238,293.875,9.1,0.793763514,16.87473095,2.721475414,1.28324029,80.39280451,77,19.41804885,143,11,0.136251437,3.118242525,1.4209,1.68975,2.659,4.961,10.7099
B03E,2018,8.868286122,3.890568253,9.536002444,15.13652133,9.664605892,40,21.353,15.2934,17.599,7.358314439,1.156684236,8,8,7.65,5.959478552,5,8,3.361123347,1.581908613,3.183485109,0,0,0.651136364,592.5237803,19.49099331,14.5816652,6.138718102,6.08575353,5.037964104,3.969,1.223001001,98.776999,25.832,349.675,4.925,0.913472871,17.50863831,2.692121694,1.678624768,84.0741438,82,22.87601895,148,10,-0.202817828,2.769280928,1.745,2.578,3.9675,8.497,14.398
B03E,2018,6.848858179,4.647150056,4.955707724,21.59600364,8.243965181,40,27.419,13.125875,16.187,6.91918362,1.602325921,8,8,7.075,6.948113561,3.5,7.596006549,3.593187859,1.714316941,3.644276454,0,0,0.785714286,848.8004508,17.66950401,23.16439248,8.331231784,4.769496878,5.156508063,2.789,3.000556948,96.99944305,27.419,359.225,6.7,0.754448556,13.30254042,2.376483988,1.288953029,79.53685495,77,19.31362476,139,9,0.00181281,3.46318475,1.514,1.96325,2.788,3.999,14.8919
B03W,2018,10.1436881,6.687001787,9.012701128,44.7159929,12.10340866,40,29.96,17.0306,18.882,7.411751305,1.336100873,8,8,9.75,8.189267523,7,7.014649826,3.516552009,1.359627119,3.398959832,0,0,0.781451613,1309.469169,23.6044806,27.42804522,9.240699093,6.64955993,6.496854123,3.14,1.916475973,98.08352403,29.96,349.725,8.1,0.911006234,21.69601182,2.962222337,1.314287675,87.76013415,83,24.84860589,151,8,0.026382884,2.526376449,1.567,1.948,3.14,11.415,16.54
B03W,2018,9.257801117,5.911388472,8.558494895,34.94451367,10.93860048,35,29.712,15.62877143,16.274,6.450278382,2.860231775,8,8,8.942857143,8.285149213,6,7.091639515,2.799055326,1.780920067,2.883601356,5,0.142857143,0.7640553,1837.520199,29.50739196,31.09395469,9.8830784,6.350824127,6.178508617,3.2935,1.293254107,98.70674589,29.712,214.7,6.942857143,0.914027071,22.12559082,3.001018405,1.369277736,87.83215297,82,26.34454142,159,12,0.142680566,2.414232479,1.6076,1.958,3.292,9.616,15.768
B04E,2018,10.22092605,3.804641084,9.712946332,14.47529377,10.88947845,40,28.229,16.667275,15.2525,7.503575381,1.117965769,8,8,10.225,5.465450928,10.5,6.793125514,3.069882829,1.259020369,3.056000795,0,0,0.699137931,594.282007,17.87305044,16.57818069,6.694252736,6.738799642,4.551734562,5.124,1.53220339,98.46779661,28.229,368.875,6.225,0.872541651,19.59790829,2.920438416,1.600993863,79.86202148,83,19.7586963,139,11,-0.515617696,2.914993768,2.465,3.338,5.124,10.072,12.7162
B04E,2018,9.432885854,4.220605192,9.089617603,17.81350819,10.31249272,40,26.599,14.7445,13.4375,7.349231525,1.29730585,8,8,9.25,5.261129839,10,8,3.805184948,1.588353269,3.800365644,0,0,0.765178571,271.7049785,11.66839654,11.64274455,7.234048772,6.404777654,4.295924498,4.686,1.532932375,98.46706763,26.599,340.975,7.1,0.88704995,17.07454949,2.790364581,1.716556586,81.11575419,82,19.3715439,137,9,-0.352193856,2.884233716,2.063,3.053,4.683,9.54325,12.098
B04W,2018,8.944122953,3.776728253,8.254967226,14.2636763,9.690429288,40,26.774,14.123625,13.1765,7.324904409,1.291149238,8,8,9.075,5.801801223,8,6.723353813,3.400362267,1.348105386,3.14521478,0,0,0.746428571,620.8546667,16.05838622,19.05211009,7.161800696,6.179406045,4.569900311,4.956,2.032452325,97.96754767,26.774,299.025,7.725,0.881730107,18.23146474,2.820755894,1.643458147,87.55775634,91,20.97542224,141,10,-0.625043521,3.1829356,1.847,2.773,4.9545,7.855,12.4983
B04W,2018,10.26265636,5.17160827,9.019509452,26.74553209,11.4629407,40,27.122,15.220025,13.903,7.695197272,0.852829026,8,8,9.425,6.558953559,7.5,8,3.339535631,1.459392535,2.928738449,0,0,0.735714286,838.1185068,18.89896326,21.9305197,6.906779703,6.367392657,4.87673243,4.545,1.060098215,98.93990179,27.122,320.85,5.15,0.917101227,20.13235294,3.014232614,1.320394737,80.6242811,83,19.44181926,133,10,-0.527139569,3.087115967,1.589,2.647,4.545,9.6635,13.5889
C01E,2018,10.54956749,4.141683252,11.37196268,17.15354016,11.31450732,40,23.174,14.39385,14.18,6.697287304,2.09522793,8,8,10.325,4.620952838,11,7.907667047,3.282570482,1.723951222,2.857909928,0,0,0.709375,138.1232622,8.865917839,7.714840444,6.040117368,7.982737056,4.360757596,6.862,5.328864684,94.67113532,23.174,298.5,3.85,0.925706536,18.41518808,2.773809258,1.498066586,80.83839278,83,15.0705807,127,8,-0.916534722,4.615657178,2.9078,4.705,6.86,11.028,13.6731
C01E,2018,10.60694323,3.535705871,10.57890088,12.50121601,11.1667332,40,21.078,14.290325,15.6375,6.55778007,2.404954975,8,8,10.45,4.349771583,11,5.891225043,2.964008225,1.378168801,3.125183864,1,0.025,0.678409091,188.8509276,10.57727973,8.773373415,4.327624085,8.132483993,4.241301044,7.303,10.34946237,89.65053763,21.078,316.325,4.1,0.897565969,16.09182238,2.731857999,1.677283878,83.3537349,87,18.14575688,126,9,-1.255385087,4.94124126,2.7486,5.104,7.3,10.62,14.7271
C01W,2018,9.261242952,3.657873629,9.772887703,13.38003948,9.940631746,40,19.793,12.6718,13.3745,6.634258027,1.976515002,8,8,9.5,5.033222957,10,7.751829492,3.185543899,1.682562896,2.981326599,0,0,0.727380952,184.4748081,9.676289887,9.531223537,4.954637197,6.883039196,4.47838175,6.322,4.903571737,95.09642826,19.793,289.2,3.975,0.940649457,16.40319049,2.744306231,1.614531507,76.72144416,78,14.66804052,121,13,-0.59714008,3.882183301,1.999,2.875,6.29,10.114,13.054
C01W,2018,10.73218451,4.321936037,11.32596138,18.6791311,11.54954272,40,20.17,14.155275,15.0715,6.908302766,2.039348591,8,8,10.375,5.328623722,11,8,3.374805223,1.329789914,3.265942279,0,0,0.698809524,145.6068824,8.822095441,8.23271003,4.611296703,8.193593283,4.680816523,7.169,5.529728407,94.47027159,20.17,306.65,4.025,0.928196306,16.45052686,2.776037013,1.327700745,82.59949927,86,18.4001998,132,7,-0.953438511,4.047626519,2.732,4.043,7.169,11.842,14.2808
C02W,2018,14.09367754,4.672791134,13.78422648,21.83497698,14.82972856,40,26.541,21.2347,23.669,7.286622959,1.254880523,8,8,13.5,6.763400753,12.5,5.918122153,2.829510049,1.120100342,2.800569106,0,0,0.680357143,958.9791859,23.62474938,20.02124878,6.066658757,10.71520006,6.042574572,9.164,1.566496164,98.43350384,26.541,312.925,6.275,0.890436437,20.22152098,3.038618862,1.792698215,86.77931146,90,18.24503262,134,9,-0.914753749,3.965352622,3.948,6.842,9.157,12.944,21.951
C02W,2018,12.13358666,6.88389603,10.75492361,47.38802455,13.86515592,20,27.615,16.3252,13.1725,7.11175651,1.736762407,8,8,10.65,6.853927034,10,7.740692652,3.723251929,1.749734922,3.797419428,0,0,0.787931034,930.4529788,16.51666173,25.6447434,8.913600942,8.677592412,6.540158468,6.753,3.608096216,96.39190378,28.14,511.5,4.65,0.93130436,20.25301205,2.657067655,1.363665738,84.74213836,87,19.09959192,135,11,-0.535532934,3.149077871,1.859,3.04,6.749,12.5,18.395
A01E,2020,12.67072486,6.270334514,13.53656883,39.31709492,14.10253297,40,31.155,23.7151,28.259,6.585423591,1.688772554,7.393356619,8,11.3,9.397762963,10,7.546848024,2.930794693,1.570535271,2.639261722,0,0,0.6625,3103.334437,42.28080625,36.27213613,8.646503701,9.951420917,8.383275471,7.5605,3.828238719,96.17176128,31.155,343.625,6.775,0.95897372,28.2506812,3.151466098,1.46697488,60.53723324,59,16.81650265,111,10,-0.138323734,2.514979057,1.429,2.413,7.558,15.491,21.64
A01E,2020,8.327595863,5.991028042,7.911532461,35.892417,10.2148891,40,30.881,20.207375,25.156,6.624532859,1.525838452,7.23072502,8,5.975,8.486754386,2,6.999898134,3.388053415,1.555117197,3.128397838,0,0,0.7515625,5579.764705,52.0064196,53.61993123,11.11620278,6.162736922,7.854072475,2.412,3.358575235,96.64142477,30.881,356.675,9.7,0.852139135,20.75615764,2.533349076,1.113735495,57.02365233,56,13.41831219,113,10,0.371841263,4.074246121,1.179,1.634,2.412,6.72925,20.0329
A01W,2020,11.21110884,6.066222943,10.39654136,36.79906079,12.71094196,40,30.115,20.444875,21.464,7.319607031,1.196352091,8,8,10.125,8.735977775,6,6.577516306,3.224998571,1.328278084,2.943998088,0,0,0.741129032,2108.774697,34.85565447,29.89745889,7.876606692,7.479149298,6.995896379,4.263,1.508384596,98.4916154,30.115,296.8,6,0.925964714,23.7476377,3.058293633,1.363046199,61.67120123,60,15.35849081,109,11,-0.045983453,2.967272743,1.655,2.108,4.263,12.416,18.7534
A01W,2020,10.52567552,5.888085444,9.154288081,34.66955019,12.02466867,40,29.107,19.65925,23.699,6.69883153,1.766777355,7.402696725,8,9.225,7.747580267,7.5,5.1723263,2.887670402,1.027624406,2.648437381,0,0,0.7075,1271.804626,26.2434623,24.1471595,8.567507326,8.570809298,7.507981454,5.571,8.172657304,91.8273427,29.107,315.2,5.35,0.958389787,25.73657823,3.049879391,1.540205287,61.4698004,61,16.58527779,110,8,-0.196706122,2.68404033,1.757,2.54525,5.568,13.262,20.1622
A02E,2020,7.975741559,4.859657318,6.331020902,23.61626925,9.30797056,40,29.906,14.72325,15.7295,7.568064772,0.87419094,8,8,7.275,6.376991896,5,6.696339305,3.910127654,1.512363647,3.487590636,0,0,0.79516129,560.0579962,16.13525884,17.31217544,7.650971498,4.947546859,4.478051202,2.819,0.754567117,99.24543288,29.906,314.875,6.55,0.876495278,18.05148293,2.775559902,1.272157938,59.94509804,58,13.67186851,113,11,0.150878874,3.118842678,1.58,2.056,2.819,6.421,10.6765
A02E,2020,6.480509569,4.080562801,4.209311272,16.65099278,7.621874045,30,28.185,13.9772,15.2635,7.295277477,1.061041037,7.846031724,8,4.433333333,4.917830566,2.5,7.322368667,3.907540287,1.162281689,3.695731838,0,0,0.806896552,1022.243787,21.2667916,23.87398924,8.130131137,4.752139634,5.148640028,2.235,1.307590152,98.69240985,28.709,326.4333333,7.833333333,0.736944169,12.88767123,2.195732387,1.160344211,56.79256806,55,14.16972068,107,11,0.39138497,3.419798268,1.406,1.806,2.235,5.819,13.983
A02E,2020,4.790276102,5.002673839,3.790419162,25.02674554,6.886025034,45,30.531,10.661,6.389,4.777317568,3.531607368,6.355032299,8,4.377777778,5.882519903,3,6.28690863,2.119697916,1.857292054,2.117930212,15,0.333333333,0.83125,591.6431815,13.07573291,20.5102021,11.2303842,5.42996263,5.70301144,3.232,1.724729707,98.27527029,30.531,233.2,6.533333333,0.915864827,19.09117362,2.499491773,1.331107645,59.80642626,58,12.71490035,105,12,0.06142897,2.967177574,1.605,2.2885,3.232,5.709,12.8376
A02W,2020,15.29801161,5.825515294,16.2987264,33.93662844,16.31774973,20,34.127,23.48845,24.894,7.24441114,1.290283493,7.720241565,8,13.9,7.26853348,14.5,7.705070454,3.43863321,1.701682191,3.314195072,0,0,0.688571429,829.6483071,20.85319504,19.86938761,9.870148799,12.52704642,6.834513072,14.366,1.956255943,98.04374406,34.127,368.2,7.85,0.897767573,26.84971751,2.981877595,1.308962584,69.88554801,74,15.52082439,110,9,-0.756647519,3.331026978,2.488,6.89725,14.3625,16.583,18.6305
A02W,2020,17.95861007,4.346817001,19.21334515,18.89481804,18.46440151,40,28.235,22.2403,23.9025,7.539853226,1.06806689,8,8,18.175,5.133537292,18.5,4.724403662,2.777959077,0.90971068,2.624068368,0,0,0.713793103,257.246809,13.19996222,9.110861998,4.679116168,14.66350909,5.480510786,15.805,0.983255452,99.01674455,28.235,256.925,3.825,0.907617461,20.97906357,3.0198858,1.822961014,75.15504867,77,12.02388842,113,15,-1.002274259,5.457674391,7.1365,10.30675,15.8005,18.3415,21.481
A02W,2020,8.400576304,4.778600848,8.352344429,22.83502607,9.605360847,20,32.303,19.66125,16.634,7.131221548,1.049065892,7.40960903,8,7.25,6.980235255,3.5,5.97781528,3.150224536,1.380536991,2.771823509,0,0,0.718181818,1402.290154,27.11761182,25.82489657,10.56553545,5.942189536,5.903504969,2.614,1.280801893,98.71919811,32.303,359.3,9.2,0.86519772,21.14669927,2.605212983,1.355690806,59.71386264,59,14.32078799,110,12,0.036921432,3.405108405,1.255,1.807,2.613,9.751,12.7208
A02W,2020,10.31369009,6.591671991,9.269488471,43.45013964,12.19574063,40,32.81,18.776825,18.693,7.187759588,1.459314801,8,8,9.975,8.377281549,8,7.585636122,3.393369144,1.495284166,3.438935825,0,0,0.760294118,1098.698694,22.42983808,24.4049392,9.976568165,7.524923803,6.616652818,4.8785,2.169994954,97.83000505,32.81,346.9,7.75,0.938567939,25.37631328,2.918680359,1.265383975,63.63058217,63,15.84468221,111,9,-0.02088395,2.902292436,1.456,1.906,4.876,11.6165,16.339
A03E,2020,10.91687441,4.573520639,11.009792,20.91709104,11.81407257,40,25.315,19.093075,19.991,6.258448195,2.041070095,6.969351702,8,10.325,6.829001128,11,4.450119934,2.422446674,1.139352033,2.550076716,0,0,0.643269231,849.9193418,23.90515791,16.68720369,4.826060178,8.552520807,6.164267097,7.79,7.783432051,92.21656795,25.315,299.8,5.1,0.943962517,22.09680527,2.982567601,1.678074477,62.52885833,61,18.3940362,117,9,-0.046568215,2.448475067,1.806,2.742,7.789,13.6705,16.9608
A03E,2020,9.634762598,5.566851899,8.618080661,30.98984006,11.09250848,40,29.983,17.646175,20.0555,7.058395341,1.699796,8,8,9.25,8.472428889,4,6.087308736,3.02980759,1.20283814,3.021331546,0,0,0.766935484,1639.591689,31.85695123,24.99452634,7.949796465,6.1004883,6.514518758,2.644,3.22274131,96.77725869,29.983,315.85,6.6,0.873422472,20.30658886,2.824678262,1.311280606,60.23244968,57,15.19984057,108,11,0.253441598,3.169543019,1.584,1.834,2.644,9.861,16.8946
A03W,2020,9.733725319,4.81037079,9.608415751,23.13966713,10.83081641,40,23.669,14.8038,15.254,7.131449203,1.597734699,8,8,9.75,6.071159227,9.5,8,3.329442511,1.644897132,2.994114344,0,0,0.705,455.7992052,14.23293832,15.91297182,5.942316307,7.310027854,5.346937939,5.004,2.608065685,97.39193432,23.669,310.7,5.25,0.941927008,20.14001389,2.925351823,1.833155431,65.4304488,66,14.68434676,110,13,-0.157710424,3.187627744,1.76,3.232,5.004,10.3645,14.5641
A03W,2020,7.965214254,5.517685168,5.478319537,30.44484961,9.650303958,40,28.609,13.405525,12.848,7.252001689,1.129694882,7.681994248,8,6.975,6.236729501,5,6.969251512,3.461759003,1.319443265,3.282819542,0,0,0.7725,552.4668267,11.48709001,20.50642801,8.102205698,6.253478694,5.983059715,3.491,1.571844809,98.42815519,28.609,326.175,6.675,0.904709744,19.73232724,2.730130224,1.339030845,63.10017917,62,13.75393417,115,13,-0.042740489,3.439478368,1.705,2.184,3.491,9.30225,12.6696
A04E,2020,10.13689124,7.236630246,6.881546539,52.36881732,12.38465801,30,34.852,19.60086667,18.4055,7.124922373,1.141504528,7.681605225,8,8.7,8.271888414,6.5,7.55098493,3.316462661,1.713649238,2.767699569,0,0,0.764814815,1870.514763,25.37854121,35.02062834,10.74565694,8.8169439,8.367453476,5.994,1.840630208,98.15936979,34.852,440.2,10.93333333,0.923053147,26.11983806,2.887026072,1.234416734,62.90292461,63,14.9375194,112,11,-0.121793144,3.016582889,1.655,2.006,5.993,13.2135,23.8464
A04E,2020,8.897012715,6.384855427,6.589721414,40.76637882,10.90431358,40,35.229,16.80845,16.608,6.318531925,2.040551599,7.153801295,8,6.875,7.380457563,3.5,6.290550716,3.148338531,1.548123281,3.10220634,0,0,0.809027778,2721.311779,25.20800527,45.67130663,8.487487004,6.577374514,6.76139516,3.646,6.408508317,93.59149168,35.229,275.15,5.15,0.855505819,18.48570032,2.617316279,1.238774761,58.77107615,57,14.23514256,114,12,0.239547353,3.229855977,1.781,2.512,3.646,9.97,13.538
A04W,2020,16.8601596,5.822223885,18.49180482,33.89829097,17.81336058,40,31.613,22.0561,21.582,7.54857327,0.813517662,8,8,16.85,6.302421187,18,6.136444621,3.223720513,1.106294333,3.208331877,0,0,0.745454545,390.3480966,15.03825566,12.81401433,4.990988766,14.03222773,6.8317576,15.318,0.73831009,99.26168991,32.105,274.4,5.125,0.918299682,23.46134663,3.085822625,1.503374705,71.05105601,75,14.50965336,109,13,-0.985433918,4.115945978,2.971,8.437,15.314,19.4485,21.2066
B01E,2020,11.09803518,5.30171627,11.11277186,28.10819541,12.27077322,40,29.683,19.5849,20.166,7.402129605,0.914598376,8,8,9.775,6.829376591,11.5,6.175268249,3.201902995,1.214450948,2.881845827,0,0,0.743548387,1076.250867,22.29563306,24.06565215,7.095302898,7.767131195,6.082119142,5.669,1.124243298,98.8757567,29.683,347.025,7.45,0.90721826,21.85992218,2.949646401,1.366299601,67.72419825,68,17.65666262,118,8,-0.224880372,2.513275231,1.6084,2.185,5.669,13.284,14.774
B01E,2020,11.88827716,4.564861816,12.31170771,20.8379634,12.7140925,40,28.365,19.1692,18.5565,7.558154989,0.952749184,8,8,11.1,6.274899121,13,5.398798857,3.056101787,1.027133971,2.91293007,0,0,0.710344828,591.2262122,19.65859961,14.30963569,5.137981911,8.553168125,5.54906142,7.962,0.827641623,99.17235838,28.365,311.25,6.25,0.878792966,19.45811789,2.957675991,1.698810069,72.17055583,75,17.66623267,119,9,-0.340662873,2.635971967,2.058,2.848,7.961,13.6305,15.7776
B01W,2020,6.277053445,3.935327419,5.13208982,15.4868019,7.382481412,40,29.835,14.8815,13.4795,7.357599363,0.949107685,7.75055636,8,4.7,5.079874822,3,7.616514334,3.658538225,1.448759324,3.29877002,0,0,0.759677419,636.1666738,16.71570584,18.88787579,8.961709103,4.094176463,4.031216299,2.72,1.009133295,98.9908667,29.835,391.55,8.5,0.730581371,17.14362934,2.499453687,1.280464962,59.81560101,58,13.08650006,112,13,0.330246529,3.477204877,1.458,1.835,2.72,4.119,9.3747
B01W,2020,7.17945492,4.443234894,5.704327668,19.74233632,8.413878467,40,28.984,15.716,14.6915,7.391079249,0.880061264,7.703169511,8,6.75,6.420120616,5,5.896350826,3.25282201,1.284663506,3.017815197,0,0,0.728333333,891.1354049,17.87298169,23.9100801,7.494208475,5.290911791,4.77128073,3.151,0.931236926,99.06876307,28.984,370.6,7.35,0.812504795,18.527894,2.663401815,1.317374847,61.94421361,59,14.81872138,116,9,0.095224573,3.013555065,1.782,2.236,3.146,6.17075,12.5725
B02E,2020,10.55261156,4.542117578,10.98136609,20.6308321,11.46615332,40,27.272,15.4421,14.4615,7.695070986,0.829867925,8,8,11.725,6.683264595,12,6.403623979,3.477985209,1.236623626,3.382391904,0,0,0.708928571,411.6137125,14.26290994,14.42855199,6.164446188,6.990278117,4.494244824,6.2945,0.628113494,99.37188651,27.272,346.4,6.55,0.884557346,18.85663591,2.962449972,1.58940629,71.07258065,74,15.80909619,117,13,-0.41667898,3.174399904,1.913,3.126,6.294,10.436,12.8878
B02E,2020,9.263141444,6.001609215,8.322600715,36.01931317,10.99657309,40,27.216,15.1141,14.1165,7.318224711,1.086687308,8,8,8.775,7.556581441,6,7.236297871,3.254747562,1.504395342,2.856511629,0,0,0.748214286,537.6661653,15.57544857,17.17764731,7.281685723,5.964461988,5.718817292,3.193,1.279207335,98.72079266,27.216,338.225,5.45,0.924512272,20.80690738,2.963327928,1.437879291,65.14350985,63,15.7776997,110,11,-0.121420443,2.724107811,1.2755,1.888,3.1855,8.25925,14.3695
B02W,2020,10.78399773,5.029313593,9.428974943,25.29399521,11.86361956,30,31.113,22.25036667,26.06,6.645762481,1.77051767,7.683873803,8,9.266666667,7.408910448,7,6.501739372,3.080134267,1.586197315,2.734430877,0,0,0.701041667,1639.323319,30.70470217,26.39213108,7.512062022,8.803056518,7.197538567,6.35,3.491679704,96.5083203,31.113,468.8666667,5.533333333,0.939972883,25.87778825,2.972393546,1.485344196,66.65507332,68,16.36706436,112,9,-0.419402094,3.069475628,2.02,3.529,6.349,11.307,18.6742
B02W,2020,11.07344127,5.381932119,10.17462841,28.96519333,12.28259602,40,30.563,19.8372,20.907,6.709086061,1.818011655,7.849072529,8,8.825,5.551102917,7,6.422123674,2.838134828,1.369370872,2.662555397,0,0,0.6953125,1070.303498,22.82311697,23.43947161,8.628946343,8.794974898,6.564766321,6.76,4.070180423,95.92981958,30.563,352.075,6.675,0.917717516,24.07407407,3.036076905,1.723198736,69.09670492,71,17.49574191,124,7,-0.364077448,2.891887283,2.3929,3.656,6.758,11.946,17.687
B03E,2020,7.090299074,4.200509134,6.081856403,17.64427699,8.214347875,40,27.185,13.98265,15.169,6.168291963,1.753149533,6.276021801,8,5.625,4.954601591,4,6.378088781,2.822136188,1.438377891,2.559168091,0,0,0.738392857,839.618469,18.9794926,21.89514398,7.769526325,5.505547721,5.552179367,2.972,5.556733828,94.44326617,27.185,353.75,6.4,0.790123149,16.03754904,2.47900234,1.354158048,58.34620855,57,12.792427,107,7,0.00665614,3.592090024,1.48,2.031,2.972,5.28225,15.867
B03E,2020,7.7094154,4.898488586,5.643550107,23.99519043,9.101120617,40,27.436,17.527475,18.2255,5.966525817,2.065626283,6.472006427,8,6.325,6.269124586,3,5.686274987,2.873354498,1.307087024,2.737222556,0,0,0.716964286,907.4283047,22.94712382,19.51557873,6.421727881,6.035829972,6.089009538,2.92,7.815223707,92.18477629,27.436,344.325,6.625,0.870122621,19.54658627,2.645356516,1.282185769,57.22549638,56,14.52495924,106,11,0.118727287,3.315921611,1.4806,1.855,2.92,8.613,16.2356
